feature_name	criterion	criterion_status	positive_points	penalty_points	evidence_source	note
HALLMARK_SPERMATOGENESIS	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
HALLMARK_SPERMATOGENESIS	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
MEblack	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=INSUFFICIENT_DATA
MEblack	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
MEblack	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
MEblack	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
MEblack	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
MEblack	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEblack	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEblack	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEblack	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
MEblue	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=INSUFFICIENT_DATA
MEblue	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
MEblue	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
MEblue	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
MEblue	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
MEblue	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEblue	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEblue	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEblue	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
MEgreen	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=INSUFFICIENT_DATA
MEgreen	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
MEgreen	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
MEgreen	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
MEgreen	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
MEgreen	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEgreen	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEgreen	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEgreen	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
MEtan	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=INSUFFICIENT_DATA
MEtan	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
MEtan	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
MEtan	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
MEtan	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
MEtan	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEtan	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEtan	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEtan	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
MEgreenyellow	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=INSUFFICIENT_DATA
MEgreenyellow	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
MEgreenyellow	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
MEgreenyellow	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
MEgreenyellow	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
MEgreenyellow	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEgreenyellow	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEgreenyellow	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEgreenyellow	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
MEpurple	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=NOT_EXTERNALLY_SUPPORTED
MEpurple	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
MEpurple	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
MEpurple	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
MEpurple	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
MEpurple	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEpurple	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEpurple	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEpurple	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
MEred	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=NOT_EXTERNALLY_SUPPORTED
MEred	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
MEred	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
MEred	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
MEred	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
MEred	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEred	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEred	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
MEred	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
BHLHE40	external_replication	PASS_LOCKED_EVIDENCE_CATEGORY	3	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=PARTIALLY_REPLICATED
BHLHE40	cell_type_specificity	PENALTY_CELL_COMPOSITION_EXPLAINED	0	-2	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
BHLHE40	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
BHLHE40	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
BHLHE40	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
BHLHE40	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
BHLHE40	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
BHLHE40	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
BHLHE40	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
CTCFL	external_replication	PASS_LOCKED_EVIDENCE_CATEGORY	3	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=PARTIALLY_REPLICATED
CTCFL	cell_type_specificity	PENALTY_CELL_COMPOSITION_EXPLAINED	0	-2	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
CTCFL	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
CTCFL	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
CTCFL	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
CTCFL	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
CTCFL	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
CTCFL	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
CTCFL	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
Ochrobactrum	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=DISCOVERY_ONLY
Ochrobactrum	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
Ochrobactrum	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
Ochrobactrum	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
Ochrobactrum	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
Ochrobactrum	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
Ochrobactrum	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
Ochrobactrum	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
Ochrobactrum	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
Staphylococcus	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=EXPLORATORY_ONLY
Staphylococcus	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
Staphylococcus	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
Staphylococcus	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
Staphylococcus	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
Staphylococcus	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
Staphylococcus	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
Staphylococcus	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
Staphylococcus	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
Lysobacter	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=METHOD_SENSITIVE
Lysobacter	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
Lysobacter	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
Lysobacter	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
Lysobacter	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
Lysobacter	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
Lysobacter	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
Lysobacter	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
Lysobacter	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.
Brevundimonas	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=CONTAMINATION_SENSITIVE
Brevundimonas	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.
Brevundimonas	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.
Brevundimonas	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.
Brevundimonas	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.
Brevundimonas	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.
